total_images	last_price	total_area	first_day_exposition	rooms	ceiling_height	floors_total	living_area	floor	is_apartment	studio	open_plan	kitchen_area	balcony	locality_name	airports_nearest	cityCenters_nearest	parks_around3000	parks_nearest	ponds_around3000	ponds_nearest	days_exposition
16	1680000.0	32.0	2017-10-10T00:00:00	1		2.0	23.0	2		False	False	5.5	1.0	Коммунар							40.0
0	4000000.0	46.0	2018-03-01T00:00:00	2		5.0	29.0	3		False	False	6.0		Санкт-Петербург	42816.0	8663.0	0.0		0.0		35.0
6	4500000.0	55.7	2018-03-29T00:00:00	3		5.0	36.3	3		False	False	5.7		Санкт-Петербург	36491.0	9162.0	2.0	30.0	0.0		253.0
5	3800000.0	50.4	2017-12-25T00:00:00	2	2.54	9.0	31.4	4		False	False	8.2	1.0	Санкт-Петербург	20745.0	17027.0	0.0		2.0	346.0	84.0
11	3680000.0	39.2	2019-03-21T00:00:00	1	2.65	12.0	16.4	2		False	False	10.4		Санкт-Петербург	19691.0	21403.0	0.0		1.0	480.0	30.0
6	3750000.0	41.25	2016-03-04T00:00:00	1	2.6	27.0	16.2	16		False	False	10.7	2.0	посёлок Парголово	53426.0	19603.0	0.0		0.0		719.0000000000001
13	4200000.0	74.1	2015-12-01T00:00:00	2		9.0	42.6	1	False	False	False	14.3	0.0	Всеволожск							324.0
12	3800000.0	30.6	2018-09-13T00:00:00	1	2.55	14.0	14.1	12		False	False	8.0	2.0	Санкт-Петербург	21557.0	15383.0	1.0	164.0	1.0	99.0	45.00000000000001
18	21300000.0	106.0	2018-09-27T00:00:00	3		25.0	56.7	14		False	False	20.2		Санкт-Петербург	10023.0	11247.0	0.0		0.0		
10	9000000.0	50.0	2018-09-11T00:00:00	2	3.25	6.0	25.4	3		False	False	7.5	1.0	Санкт-Петербург	26812.0	5510.0	3.0	502.0	0.0		
7	3300000.0	44.3	2018-11-14T00:00:00	2	2.55	5.0	31.0	1	False	False	False	5.0		Пушкин	13707.0	25861.0	1.0	927.0	0.0		154.0
10	4200000.0	62.4	2017-06-15T00:00:00	2	2.6	9.0	8.4	6		False	False	41.0	2.0	посёлок Шушары	23662.0	29448.0	0.0		0.0		111.0
18	1100000.0	44.5	2018-11-03T00:00:00	2		2.0	27.5	1		False	False	6.4		Лодейное Поле							164.0
9	5080000.0	63.0	2016-04-06T00:00:00	3		12.0	41.0	11		False	False	7.2	0.0	Санкт-Петербург	49911.0	14277.0	2.0	753.0	1.0	110.0	394.0
7	4755000.0	37.0	2016-04-18T00:00:00	1	2.8	17.0	17.0	5		False	False	9.0	1.0	Санкт-Петербург	16619.0	15159.0	1.0	893.0	0.0		948.0
2	4990000.0	54.7	2019-04-12T00:00:00	3	2.5	9.0	38.4	1		False	False	6.2		Санкт-Петербург	21248.0	15542.0	0.0		1.0	244.0	
10	12925653.0	108.1	2018-11-23T00:00:00	4		11.0		10		False	False			Санкт-Петербург	24327.0	5954.0	0.0		2.0	515.0	64.0
6	3200000.0	40.0	2017-08-26T00:00:00	1	2.7	21.0	19.0	9		False	False	10.0		деревня Кудрово							90.00000000000001
16	3500000.0	50.0	2019-04-13T00:00:00	1	2.65	10.0	19.0	6		False	False	15.0		деревня Новое Девяткино							
20	4800000.0	37.19	2018-12-17T00:00:00	1		25.0	14.59	7		False	False	10.72	2.0	Санкт-Петербург	43288.0	12045.0	0.0		0.0		
3	17900000.0	201.9	2018-02-21T00:00:00	6	3.87	6.0	134.8	3		False	False	16.2		Санкт-Петербург	23915.0	3747.0	0.0		0.0		126.0
2	5150000.0	47.0	2018-08-01T00:00:00	2	3.2	5.0	29.0	1		False	False	7.5		Санкт-Петербург	15939.0	6294.0	1.0	13.0	0.0		129.0
1	4650000.0	45.04	2017-12-20T00:00:00	1		25.0	14.01	4		False	False	20.07	1.0	деревня Кудрово							34.0
15	13000000.0	82.0	2016-12-19T00:00:00	3		4.0	57.0	4		False	False	10.0	1.0	Санкт-Петербург	23418.0	5020.0	0.0		1.0	494.0	302.0
17	4990000.0	46.0	2017-12-09T00:00:00	2		9.0	28.4	4		False	False	7.1		Санкт-Петербург	45008.0	17246.0	0.0		0.0		130.0
7	2222222.0	24.0	2017-12-04T00:00:00	1		18.0	12.0	11		False	False	7.0	1.0	деревня Кудрово							198.0
8	11500000.0	122.0	2018-11-26T00:00:00	3	3.0	5.0	73.0	3		False	False	19.0		Санкт-Петербург	24667.0	5966.0	0.0		0.0		49.0
12	3330000.0	36.0	2017-08-21T00:00:00	1		9.0	18.0	3		False	False	7.0	0.0	Санкт-Петербург	13792.0	16383.0	0.0		0.0		45.00000000000001
1	8500000.0	125.0	2017-09-28T00:00:00	4	3.5	6.0	95.0	3		False	False	8.0	0.0	Санкт-Петербург	20851.0	658.0	0.0		2.0	251.0	12.000000000000002
7	4150000.0	40.0	2018-12-07T00:00:00	1	2.75	18.0	17.0	13		False	False	11.0		Кудрово							112.0
7	1500000.0	45.0	2017-10-13T00:00:00	2		5.0	29.0	1		False	False	6.0		деревня Нурма							137.0
14	3650000.0	29.8	2015-07-02T00:00:00	1		16.0	18.6	15		False	False	6.0	1.0	Санкт-Петербург	34126.0	13994.0	0.0		0.0		384.00000000000006
1	29216000.0	176.0	2016-10-17T00:00:00	5	3.1	16.0	100.1	16		False	False	19.0		Санкт-Петербург	37434.0	8460.0	1.0	441.0	2.0	427.0	900.0
9	7300000.0	61.0	2017-12-15T00:00:00	2		11.0		6		False	False			Санкт-Петербург	24327.0	5954.0	0.0		2.0	515.0	60.0
10	4530000.0	62.3	2015-10-20T00:00:00	3		9.0	42.2	2		False	False	8.4	0.0	Санкт-Петербург	22903.0	12525.0	1.0	620.0	0.0		406.0
18	1900000.0	84.6	2018-10-16T00:00:00	5	2.6	5.0	57.9	1		False	False	7.8	2.0	Пикалёво							
20	5350000.0	61.6	2015-11-04T00:00:00	3	2.5	9.0	41.5	1		False	False	8.2		Санкт-Петербург	13836.0	14101.0	0.0		0.0		978.0
8	1550000.0	67.1	2017-05-18T00:00:00	3	2.5	5.0	46.0	4		False	False	7.0	1.0	деревня Рабитицы							
9	3499000.0	36.1	2018-07-04T00:00:00	1	2.5	6.0	17.7	1		False	False	8.7	2.0	Пушкин	13155.0	25308.0	0.0		0.0		294.0
18	2850000.0	30.4	2019-01-13T00:00:00	1		5.0	17.2	5		False	False	5.4	1.0	Гатчина							52.0
20	7570000.0	76.0	2019-04-01T00:00:00	2	3.2	4.0	44.6	2		False	False	15.0		Санкт-Петербург	21226.0	3974.0	0.0		2.0	81.0	
9	7200000.0	67.87	2019-04-18T00:00:00	2	3.2	4.0	35.74	2		False	False	11.81		Санкт-Петербург	31263.0	6563.0	2.0	387.0	3.0	260.0	4.0
6	2500000.0	39.2	2017-10-04T00:00:00	1	3.0	15.0	18.2	7		False	False	8.7	0.0	деревня Новое Девяткино							40.0
4	12600000.0	85.9	2017-12-13T00:00:00	3	3.25	7.0	56.6	4		False	False	14.1		Санкт-Петербург	23798.0	4365.0	2.0	496.0	0.0		285.0
8	6899000.0	50.9	2017-11-13T00:00:00	2		7.0	30.6	3		False	False	8.2		Санкт-Петербург	11192.0	9726.0	0.0		0.0		70.0
12	5200000.0	51.0	2015-05-08T00:00:00	2	2.5	12.0	34.0	2		False	False	7.5		Санкт-Петербург	43264.0	9118.0	0.0		0.0		
10	5500000.0	50.5	2017-09-09T00:00:00	2	2.55	9.0	33.0	3		False	False	9.5	0.0	Санкт-Петербург	36070.0	9815.0	1.0	570.0	0.0		52.0
14	4990000.0	56.2	2017-06-16T00:00:00	3		5.0	41.3	2	False	False	False	5.0	4.0	Пушкин	13466.0	25620.0	1.0	312.0	0.0		89.00000000000001
12	4550000.0	58.0	2017-10-23T00:00:00	3	2.5	9.0	38.0	1		False	False	7.0	2.0	Санкт-Петербург	49725.0	15726.0	0.0		0.0		47.00000000000001
6	8721680.0	58.3	2018-04-13T00:00:00	1	2.7	9.0	21.2	7		False	False	11.2		Санкт-Петербург	23752.0	5552.0	0.0		1.0	502.0	268.0
20	20700000.0	91.9	2017-01-26T00:00:00	2	3.2	10.0		6		False	False			Санкт-Петербург	31706.0	4166.0	1.0	193.0	3.0	199.0	782.0
4	3750000.0	65.0	2018-07-10T00:00:00	2		25.0		10		False	False			посёлок Парголово	61517.0	21565.0	0.0		0.0		45.00000000000001
12	5250000.0	52.5	2018-09-11T00:00:00	2		9.0	31.6	8		False	False	8.6		Санкт-Петербург	13990.0	15782.0	1.0	801.0	2.0	594.0	4.0
17	5800000.0	55.2	2017-09-10T00:00:00	2		12.0	32.5	11		False	False	10.1	2.0	Санкт-Петербург	34392.0	11973.0	0.0		0.0		3.0000000000000004
20	8800000.0	83.0	2018-01-15T00:00:00	2	2.6	13.0	41.1	11		False	False	17.6	1.0	Санкт-Петербург	33534.0	12166.0	0.0		0.0		326.0
6	2550000.0	57.0	2018-06-17T00:00:00	2		5.0		5		False	False			Кириши							45.00000000000001
1	3500000.0	36.8	2017-11-02T00:00:00	1	2.5	9.0	18.6	5		False	False	7.5	1.0	Пушкин	12157.0	24311.0	1.0	94.0	1.0	1025.0	130.0
14	10900000.0	62.0	2018-11-25T00:00:00	2	2.8	12.0	36.7	9		False	False	10.8		Санкт-Петербург	15820.0	8084.0	2.0	563.0	3.0	864.0	135.0
11	50000000.0	128.0	2016-06-24T00:00:00	3		9.0	42.0	1		False	False	50.0	0.0	Санкт-Петербург	26933.0	5780.0	1.0	625.0	1.0	283.0	27.0
3	6615000.0	57.78	2018-06-26T00:00:00	2		18.0	35.07	17		False	False	9.7		Санкт-Петербург	17755.0	16576.0	0.0		1.0	594.0	58.0
6	10078000.0	69.4	2018-05-17T00:00:00	2		13.0	36.0	4		False	False	12.0		Санкт-Петербург	27310.0	6014.0	1.0	706.0	3.0	606.0	153.0
20	1500000.0	71.9	2018-01-12T00:00:00	3	2.5	5.0		1		False	False			поселок городского типа Никольский							45.00000000000001
4	3380000.0	47.9	2018-10-01T00:00:00	1		19.0	21.8	18		False	False	12.8		Санкт-Петербург	34618.0	15186.0	0.0		0.0		60.0
10	4000000.0	46.0	2017-01-09T00:00:00	2	2.6	5.0	27.0	2	False	False	False	7.0	0.0	Санкт-Петербург	17429.0	16631.0	0.0		0.0		45.00000000000001
5	6317640.0	76.3	2018-01-10T00:00:00	3	2.7	25.0	44.8	18	False	False	False	11.5		деревня Кудрово							13.0
19	3600000.0	46.3	2017-11-01T00:00:00	1	2.65	14.0	20.0	7		False	False	12.0	1.0	посёлок Шушары	13908.0	19694.0	0.0		1.0	645.0	15.0
17	4300000.0	32.6	2019-04-28T00:00:00	1		25.0	14.3	17		False	False	8.1		Санкт-Петербург							
12	4150000.0	67.8	2018-09-13T00:00:00	2		10.0	48.0	8		False	False	11.0		деревня Кальтино							91.0
4	1850000.0	36.0	2018-01-12T00:00:00	1	2.5	5.0	17.0	5		False	False	8.5		деревня Большие Колпаны							
20	2750000.0	53.0	2017-04-22T00:00:00	2		5.0	29.9	3		False	False	8.7	0.0	Гатчина							111.0
9	4800000.0	77.6	2017-09-28T00:00:00	3		8.0	51.9	6		False	False	11.4	5.0	Красное Село	27678.0	31102.0	0.0		0.0		68.0
7	10700000.0	97.0	2017-08-22T00:00:00	4		22.0	61.0	20		False	False	13.1	2.0	Санкт-Петербург	35715.0	9238.0	0.0		1.0	293.0	179.00000000000003
10	2880000.0	40.0	2018-02-13T00:00:00	1		9.0		5		False	False			посёлок Аннино							45.00000000000001
20	6000000.0	52.0	2018-08-28T00:00:00	2	2.75	19.0	29.0	7	False	False	False	8.0	1.0	Санкт-Петербург	37781.0	14657.0	0.0		0.0		119.0
1	3255000.0	41.0	2017-11-16T00:00:00	1		20.0	16.6	11		False	False	10.3	2.0	Санкт-Петербург	41967.0	21283.0	0.0		1.0	606.0	19.0
17	5750000.0	62.0	2018-06-22T00:00:00	3	2.6	9.0	42.2	7	False	False	False	6.0	2.0	Санкт-Петербург	51464.0	14756.0	0.0		1.0	917.0	159.0
2	3100000.0	54.35	2017-04-27T00:00:00	1	2.65	23.0	22.35	23		False	False	18.45	1.0	посёлок Парголово	61695.0	20851.0	0.0		0.0		295.0
9	1700000.0	43.3	2018-06-24T00:00:00	2	2.6	5.0		3		False	False			Луга							45.00000000000001
14	9990000.0	76.3	2018-01-15T00:00:00	2		21.0	35.3	14		False	False	14.0	1.0	Санкт-Петербург	34967.0	14640.0	0.0		1.0	564.0	136.0
0	6600000.0	93.0	2018-02-02T00:00:00	4		17.0		17		False	False		1.0	Санкт-Петербург	43157.0	22488.0	0.0		1.0	933.0	14.0
11	4200000.0	45.2	2017-08-09T00:00:00	2		5.0	27.5	4		False	False	7.3	0.0	Санкт-Петербург	45139.0	17862.0	0.0		0.0		84.0
14	3250000.0	50.2	2019-04-25T00:00:00	2		6.0	29.5	4		False	False	9.6		Выборг							
9	5690000.0	57.0	2018-03-15T00:00:00	2	2.75	3.0	36.0	2		False	False	7.2		Санкт-Петербург	19429.0	2739.0	1.0	601.0	3.0	103.0	24.000000000000004
16	2730000.0	43.6	2018-12-14T00:00:00	2	2.5	5.0	27.3	1		False	False	5.0		Гатчина							97.0
7	8000000.0	65.9	2018-12-14T00:00:00	3	2.65	12.0	42.2	4		False	False	10.6		Санкт-Петербург	36724.0	12246.0	1.0	636.0	0.0		
1	4395000.0	45.4	2017-10-13T00:00:00	1		10.0	19.8	7		False	False	13.2	1.0	Санкт-Петербург	34084.0	14386.0	1.0	384.0	2.0	433.0	44.00000000000001
0	1300000.0	23.0	2016-08-05T00:00:00	1	2.75	19.0	15.0	2		False	False		0.0	Никольское							21.0
9	4750000.0	39.0	2018-03-30T00:00:00	1		16.0		6		False	False			Санкт-Петербург	34324.0	14192.0	0.0		0.0		60.0
8	3085000.0	34.12	2018-07-29T00:00:00	1	2.8	8.0		1		False	False	10.51	1.0	Санкт-Петербург	19983.0	18985.0	1.0	346.0	0.0		45.00000000000001
4	11500000.0	90.0	2019-04-16T00:00:00	3	2.9	5.0	50.7	1		False	False	14.5		Санкт-Петербург	22491.0	3756.0	0.0		1.0	692.0	
10	3735000.0	83.77	2016-10-13T00:00:00	3	2.5	10.0	47.68	7		False	False	10.4	0.0	поселок городского типа имени Свердлова							374.00000000000006
5	2250000.0	25.41	2016-06-07T00:00:00	1		12.0	17.08	8	False	True	False		2.0	Санкт-Петербург	14125.0	12921.0	2.0	328.0	2.0	485.0	26.0
13	6550000.0	70.8	2019-01-24T00:00:00	3	2.67	16.0	43.0	12		False	False	10.7	1.0	Санкт-Петербург	15760.0	15976.0	1.0	719.0	0.0		71.0
12	4800000.0	42.9	2017-10-03T00:00:00	1	2.8	16.0	20.2	3		False	False	13.0		Санкт-Петербург	44881.0	17385.0	1.0	192.0	0.0		56.0
7	5395770.0	53.0	2017-06-29T00:00:00	2			29.0	22		False	False	9.0	0.0	Санкт-Петербург	43074.0	10820.0	0.0		0.0		48.00000000000001
11	5900000.0	78.2	2016-02-20T00:00:00	3	2.6	17.0	46.5	13	False	False	False	10.2	1.0	посёлок Парголово	53397.0	23323.0	0.0		2.0	512.0	207.0
5	3000000.0	55.0	2017-05-18T00:00:00	2	2.5	5.0	29.3	2		False	False	9.0	1.0	посёлок городского типа Лебяжье							447.0
9	1750000.0	44.0	2016-06-09T00:00:00	1		5.0	18.0	1		False	False	14.0	0.0	Кириши							22.000000000000004
5	5650000.0	50.0	2016-05-13T00:00:00	1		8.0	21.0	8	False	False	False	17.0	1.0	Колпино	26100.0	31886.0	2.0	332.0	2.0	472.0	89.00000000000001
6	5650000.0	70.0	2015-07-02T00:00:00	4	2.6	5.0	56.0	5	False	False	False	7.0	1.0	Санкт-Петербург	47645.0	15769.0	0.0		0.0		662.0
15	5500000.0	55.0	2017-08-18T00:00:00	2	2.7	12.0	30.0	10		False	False	11.0	2.0	Санкт-Петербург	36625.0	12180.0	0.0		0.0		53.0
12	3800000.0	52.5	2017-12-27T00:00:00	2	2.65	5.0	31.7	5		False	False	8.0		деревня Кузьмолово							239.0
11	3399000.0	30.4	2017-11-10T00:00:00	1		9.0	15.4	8		False	False	8.1		Санкт-Петербург	40642.0	11574.0	2.0	278.0	0.0		203.0
0	11399700.0	97.9	2018-08-17T00:00:00	3	2.8	6.0		3		False	False			Санкт-Петербург	10451.0	13000.0	0.0		0.0		24.000000000000004
19	12300000.0	122.3	2018-07-12T00:00:00	4	3.5	6.0	83.7	3		False	False	10.8		Санкт-Петербург	24115.0	4248.0	1.0	717.0	1.0	1002.0	27.0
19	5200000.0	96.9	2018-09-20T00:00:00	5	2.5	5.0	63.8	2		False	False	9.0	1.0	посёлок городского типа Токсово							
9	650000.0	42.0	2017-06-04T00:00:00	2	2.5	5.0	26.0	1		False	False	6.0		Сланцы							580.0
7	1950000.0	45.5	2017-10-13T00:00:00	2	2.6	3.0	27.0	1		False	False	8.2	0.0	деревня Малые Колпаны							24.000000000000004
10	4290000.0	64.7	2016-01-16T00:00:00	2	2.5	16.0	29.9	4	False	False	False	8.4	2.0	поселок Тельмана							184.00000000000003
11	2450000.0	44.0	2017-01-17T00:00:00	2		5.0	30.0	4		False	False	6.3	0.0	Гатчина							147.0
0	3200000.0	40.0	2016-06-09T00:00:00	1	2.7	17.0	15.7	17	False	False	False	11.7	2.0	поселок Мурино							33.0
4	1980000.0	27.0	2018-03-23T00:00:00	0		18.0		4		True	False			посёлок Петро-Славянка	20605.0	27165.0	0.0		2.0	663.0	75.0
3	3350000.0	37.84	2018-02-01T00:00:00	1		25.0	15.16	2		False	False	12.0		Санкт-Петербург	22425.0	24137.0	0.0		2.0	398.0	91.0
8	3390000.0	32.0	2017-09-08T00:00:00	1		9.0	16.0	5		False	False	8.0	0.0	Санкт-Петербург	26164.0	13715.0	0.0		0.0		13.0
1	7800000.0	60.0	2019-02-11T00:00:00	2		4.0	32.7	3		False	False	11.0		Пушкин	20370.0	30446.0	0.0		2.0	627.0	43.0
7	6750000.0	69.0	2017-10-02T00:00:00	2		5.0	44.0	1		False	False	12.0		Санкт-Петербург	21716.0	4346.0	0.0		1.0	256.0	
20	29500000.0	115.0	2017-07-21T00:00:00	3	3.0	2.0	69.75	2		False	False	19.2	4.0	Пушкин	14456.0	26609.0	3.0	229.0	3.0	172.0	328.0
17	9500000.0	67.4	2017-04-15T00:00:00	2	2.8	23.0	37.6	4		False	False	12.0	0.0	Санкт-Петербург		13355.0	1.0	735.0	0.0		56.0
11	4400000.0	45.3	2017-04-17T00:00:00	2	2.5	5.0	30.5	2	False	False	False	6.4	1.0	Санкт-Петербург	43881.0	16385.0	0.0		0.0		59.0
11	5900000.0	58.3	2018-12-16T00:00:00	2	2.9	5.0	27.5	4		False	False	12.3		Санкт-Петербург	17098.0	6837.0	0.0		0.0		46.00000000000001
13	16900000.0	142.1	2018-07-20T00:00:00	3	3.05	6.0	50.2	4		False	False	39.0		Санкт-Петербург	23559.0	3101.0	2.0	265.0	1.0	577.0	
6	1700000.0	33.0	2017-06-21T00:00:00	1	2.5	5.0	18.4	2		False	False	6.0	0.0	деревня Лаголово							21.0
11	5400000.0	51.38	2018-12-13T00:00:00	2	2.64	25.0	25.3	14		False	False	10.91	2.0	Санкт-Петербург	39423.0	16266.0	0.0		2.0	373.0	11.000000000000002
0	1900000.0	58.8	2018-02-01T00:00:00	3	2.5	5.0	44.0	1		False	False	5.2		городской посёлок Назия							93.0
6	4700000.0	56.4	2016-06-27T00:00:00	2		6.0	34.0	6		False	False	11.0	0.0	Санкт-Петербург	32899.0	5126.0	0.0		2.0	606.0	401.0
0	3750000.0	50.7	2017-06-25T00:00:00	2		5.0	29.8	4		False	False	6.6	0.0	посёлок Шушары	12129.0	17916.0	0.0		0.0		18.0
12	4400000.0	75.0	2017-11-07T00:00:00	3	2.65	10.0	43.9	9		False	False	8.2	2.0	посёлок Мурино							77.0
9	3200000.0	51.2	2017-06-14T00:00:00	1	2.8	9.0	34.8	6	False	False	False	10.8	5.0	деревня Старая							45.00000000000001
5	8500000.0	101.4	2017-05-04T00:00:00	5	3.4	5.0	63.4	1		False	False			Санкт-Петербург	24477.0	5464.0	2.0	519.0	0.0		264.0
7	2750000.0	41.0	2018-01-18T00:00:00	1		5.0	19.0	4		False	False	11.0		Всеволожск							74.0
6	2500000.0	45.3	2017-07-16T00:00:00	2	2.7	9.0	27.7	2		False	False	7.0	1.0	Выборг							352.00000000000006
3	1718857.0	31.15	2018-10-01T00:00:00	1		16.0	13.73	2		False	False	6.73		Всеволожск							4.0
11	4400000.0	40.0	2017-09-27T00:00:00	1		9.0	16.0	8		False	False	10.0	1.0	Санкт-Петербург	50283.0	15519.0	1.0	387.0	0.0		12.000000000000002
16	4700000.0	57.4	2015-07-30T00:00:00	3	2.55	9.0	39.1	7	False	False	False	6.2	1.0	Санкт-Петербург	49270.0	17185.0	1.0	572.0	0.0		919.0
11	6100000.0	68.0	2019-02-21T00:00:00	3	2.5	9.0	43.0	7	False	False	False	8.0		Санкт-Петербург	15668.0	14658.0	2.0	477.0	1.0	499.0	
9	10500000.0	85.0	2018-09-05T00:00:00	3		4.0	53.0	1		False	False	9.6		Санкт-Петербург	22057.0	1431.0	0.0		2.0	484.0	90.00000000000001
6	3250000.0	45.0	2019-04-09T00:00:00	2		3.0	28.0	1		False	False	6.0		Колпино	26982.0	32768.0	0.0		3.0	618.0	
1	6394800.0	43.8	2018-03-15T00:00:00	1		14.0	17.9	3	False	False	False	11.85	2.0	Санкт-Петербург	27314.0	6017.0	1.0	658.0	3.0	592.0	34.0
12	6958000.0	75.42	2017-08-13T00:00:00	3		25.0	36.5	24		False	False	13.6	5.0	Санкт-Петербург	18648.0	16069.0	0.0		0.0		19.0
20	2650000.0	35.4	2016-09-24T00:00:00	1	2.6	8.0	15.9	5		False	False	8.3		Красное Село	25359.0	28784.0	0.0		0.0		520.0
7	3900000.0	41.8	2016-09-22T00:00:00	2		5.0	27.7	5		False	False		1.0	Сестрорецк	61120.0	36339.0	0.0		2.0	203.0	537.0
10	5400000.0	40.8	2019-03-19T00:00:00	2	2.5	9.0	23.4	1		False	False	7.0		Санкт-Петербург	29782.0	7154.0	0.0		1.0	434.0	
17	9690000.0	60.6	2017-12-21T00:00:00	2		23.0	29.0	22		False	False	10.4	2.0	Санкт-Петербург	18695.0	16268.0	1.0	51.0	1.0	344.0	
4	2400000.0	43.5	2016-02-16T00:00:00	2		4.0	28.2	1		False	False	6.2	0.0	Коммунар							454.0
7	2700000.0	38.4	2018-02-12T00:00:00	1	2.6	13.0	17.4	13		False	False	10.0	2.0	Гатчина							46.00000000000001
18	15000000.0	72.0	2016-04-25T00:00:00	2	3.66	5.0	21.3	5		False	False	37.8	0.0	Санкт-Петербург	22990.0	2445.0	2.0	508.0	1.0	267.0	85.0
10	4200000.0	45.0	2018-02-28T00:00:00	1		20.0	20.0	7	False	False	False	13.0		Санкт-Петербург	34014.0	15178.0	0.0		0.0		86.0
0	3700000.0	35.1	2017-05-17T00:00:00	1		14.0	18.6	4		False	False		0.0	Санкт-Петербург	13516.0	12312.0	0.0		0.0		3.0000000000000004
9	5350000.0	57.0	2017-09-12T00:00:00	3	2.55	9.0	36.0	3		False	False	6.0	2.0	Санкт-Петербург	32428.0	11564.0	1.0	516.0	0.0		83.0
10	12480000.0	87.0	2017-05-28T00:00:00	3	3.0	7.0	65.0	5	False	False	False	9.5	1.0	Санкт-Петербург	11171.0	8690.0	1.0	525.0	3.0	781.0	366.00000000000006
15	4500000.0	39.4	2018-04-11T00:00:00	1		15.0	20.4	7		False	False	8.7		Санкт-Петербург	33632.0	14731.0	0.0		1.0	207.0	335.0
3	5000000.0	44.0	2018-03-13T00:00:00	1	2.7	5.0		4		False	False			Пушкин	20527.0	31069.0	0.0		1.0	406.0	60.0
20	12850000.0	120.0	2017-01-27T00:00:00	3		13.0	69.0	11		False	False	15.5	1.0	Санкт-Петербург	32746.0	13845.0	0.0		1.0	516.0	252.0
13	4500000.0	60.5	2018-10-05T00:00:00	2	2.57	9.0	33.1	6		False	False	11.0		посёлок Шушары	18442.0	31262.0	0.0		0.0		
7	10500000.0	109.0	2019-02-20T00:00:00	4	2.83	5.0	79.4	4		False	False	9.2		Санкт-Петербург	25860.0	4708.0	0.0		1.0	691.0	
18	5299000.0	60.0	2018-10-24T00:00:00	3		5.0		4		False	False	6.0		Санкт-Петербург	21058.0	15432.0	1.0	732.0	1.0	118.0	
12	28000000.0	160.0	2016-10-24T00:00:00	3	3.0	2.0	92.0	2		False	False	30.0	4.0	посёлок Репино	61484.0	42583.0	0.0		0.0		
11	2100000.0	33.0	2019-03-26T00:00:00	1	2.75	4.0	19.0	3		False	False	5.5		село Павлово							29.0
6	1200000.0	44.0	2019-02-13T00:00:00	2		2.0	30.0	2		False	False	8.0		посёлок городского типа Вырица							
5	2600000.0	60.0	2017-11-17T00:00:00	2	2.55	5.0	43.0	1		False	False	6.0		Выборг							263.0
6	2600000.0	54.5	2017-08-28T00:00:00	2	2.5	5.0	26.5	2		False	False	8.3	2.0	городской посёлок Павлово							14.0
2	3650000.0	36.0	2017-06-26T00:00:00	1		14.0	18.0	11		False	False	7.0	2.0	Санкт-Петербург	26255.0	14027.0	0.0		0.0		203.0
15	7500000.0	78.0	2018-09-19T00:00:00	3	3.0	3.0	50.0	2		False	False	9.0		Пушкин	15298.0	27451.0	2.0	394.0	3.0	279.0	166.0
7	1750000.0	21.1	2018-10-15T00:00:00	1	2.5	5.0	11.4	2		False	False	5.2	1.0	посёлок Ильичёво							92.0
18	7900000.0	201.5	2018-08-17T00:00:00	7		2.0		2		False	False			посёлок Парголово	54990.0	20665.0	0.0		0.0		35.0
9	6799000.0	73.4	2017-07-20T00:00:00	3	3.7	6.0	44.8	2		False	False	11.6	0.0	Санкт-Петербург	24533.0	4099.0	1.0	667.0	3.0	421.0	68.0
7	3700000.0	43.0	2015-08-06T00:00:00	2		5.0	27.0	4		False	False	5.3	0.0	посёлок Парголово	55627.0	21301.0	0.0		0.0		438.0
9	4700000.0	61.0	2018-01-19T00:00:00	2		25.0		23		False	False			посёлок Шушары	13931.0	19717.0	0.0		1.0	582.0	60.0
6	3100000.0	31.8	2017-09-30T00:00:00	1	2.5	4.0	17.2	4		False	False	5.0		Гатчина							150.0
1	5600000.0	62.0	2017-11-28T00:00:00	3	2.6	9.0	44.1	6		False	False	6.3	2.0	Санкт-Петербург	30108.0	7480.0	0.0		1.0	399.0	139.0
19	19800000.0	160.0	2017-07-05T00:00:00	3		16.0	90.0	15		False	False	35.0	1.0	Санкт-Петербург	15331.0	14127.0	0.0		0.0		
20	37500000.0	240.0	2017-07-10T00:00:00	5	3.7	7.0	128.0	7		False	False	17.8	1.0	Санкт-Петербург	26902.0	5605.0	3.0	484.0	1.0	305.0	574.0
17	5100000.0	68.0	2018-10-23T00:00:00	3	2.5	12.0	44.2	1		False	False			Санкт-Петербург	50835.0	14944.0	0.0		0.0		65.0
2	4300000.0	43.0	2018-11-05T00:00:00	1	3.0	4.0	18.0	4		False	False	11.0	2.0	Пушкин	16153.0	28307.0	0.0		1.0	561.0	45.00000000000001
10	3350000.0	42.6	2017-11-14T00:00:00	1		16.0	17.0	15		False	False	10.0		Санкт-Петербург	18641.0	22066.0	0.0		1.0	849.0	91.0
12	4900000.0	55.0	2016-05-25T00:00:00	2	2.6	16.0	31.0	13		False	False	10.0	0.0	Санкт-Петербург	18449.0	21873.0	0.0		2.0	922.0	49.0
8	3400000.0	43.9	2018-09-19T00:00:00	2	2.52	5.0	28.8	5		False	False	4.8		посёлок Стрельна	28324.0	23513.0	0.0		0.0		54.0
4	2000000.0	27.0	2018-09-07T00:00:00	0	2.6	17.0	17.0	1		True	False			Всеволожск							131.0
