calls,minutes,messages,mb_used,is_ultra
60.0,419.0199999999998,21.0,11407.519999999999,1
11.0,73.47000000000001,20.0,8602.190000000002,0
96.0,679.6100000000004,19.0,16174.209999999994,0
99.0,713.4900000000002,37.0,17294.52999999999,0
107.0,692.17,0.0,15423.29,0
88.0,656.9100000000002,77.0,28517.949999999997,1
46.0,284.59999999999997,59.0,24761.409999999985,0
59.0,442.1999999999999,6.0,15932.890000000003,0
6.0,49.980000000000004,98.0,27477.409999999993,1
65.0,396.13999999999993,40.0,12058.600000000002,0
97.0,798.5300000000003,75.0,16249.130000000001,0
27.0,208.67000000000002,30.0,26672.130000000005,1
70.0,509.42,90.0,15614.340000000004,1
10.0,96.28999999999999,20.0,3184.72,1
24.0,135.33,33.0,15479.480000000007,0
41.0,229.02000000000007,141.0,15004.959999999997,1
108.0,820.0700000000003,83.0,14768.140000000001,1
12.0,71.93,44.0,10880.75,1
51.0,368.2,30.0,20699.67,0
84.0,517.0500000000001,81.0,10945.580000000002,1
99.0,690.0399999999997,62.0,19128.750000000004,0
65.0,456.9599999999999,0.0,41613.580000000016,1
61.0,474.97999999999985,35.0,19985.210000000003,0
69.0,563.7799999999997,41.0,21020.21,0
75.0,486.6299999999999,66.0,24650.839999999982,0
52.0,342.07000000000005,27.0,28029.079999999998,1
85.0,622.2099999999999,59.0,17365.920000000002,0
65.0,490.2599999999999,76.0,30307.389999999996,1
57.0,390.0400000000001,62.0,24235.299999999996,0
76.0,484.2700000000001,49.0,10474.86,0
67.0,505.34000000000003,79.0,31408.789999999994,1
34.0,205.20000000000002,0.0,28731.359999999993,1
2.0,16.23,0.0,1162.99,1
43.0,352.81999999999994,0.0,19746.08999999999,0
77.0,502.87000000000006,5.0,6928.000000000001,0
38.0,300.0,65.0,19261.1,0
73.0,540.96,12.0,13501.000000000002,0
71.0,447.1199999999999,7.0,21781.36,1
123.0,947.7099999999999,57.0,24046.85999999999,1
44.0,271.16,0.0,12749.160000000002,1
69.0,389.8900000000001,103.0,22633.64000000001,0
65.0,542.54,3.0,12696.640000000001,1
81.0,591.3399999999999,28.0,21446.759999999995,0
71.0,473.05,90.0,17521.75,0
69.0,524.5800000000002,79.0,20765.07,0
92.0,628.4700000000001,72.0,16839.519999999997,0
100.0,751.8199999999999,57.0,19204.32,0
121.0,707.1599999999999,75.0,37165.83,0
18.0,123.75000000000001,0.0,4383.900000000001,0
47.0,340.17999999999995,86.0,13022.890000000001,1
15.0,131.79,0.0,3456.390000000001,0
27.0,200.26,90.0,15345.739999999998,1
136.0,965.7800000000002,0.0,31992.100000000006,1
20.0,105.00999999999998,0.0,11663.720000000005,0
84.0,572.48,5.0,28775.890000000007,1
23.0,169.59999999999997,99.0,24666.749999999993,0
0.0,0.0,30.0,10236.2,1
58.0,463.2299999999999,60.0,18512.24,1
72.0,505.8599999999999,51.0,11824.800000000001,0
41.0,244.59,39.0,0.0,1
18.0,147.93,18.0,1904.0099999999998,1
55.0,334.62999999999994,26.0,13896.460000000003,0
65.0,467.43999999999977,52.0,19579.55,0
53.0,478.1800000000001,78.0,20152.530000000002,0
99.0,688.7000000000002,16.0,18758.429999999997,0
45.0,333.64,39.0,16542.45,0
82.0,466.26000000000016,59.0,16996.029999999995,0
48.0,325.93,37.0,13603.070000000005,0
71.0,471.44000000000005,45.0,17489.44,1
11.0,66.00000000000001,0.0,7039.120000000001,0
23.0,133.41,24.0,28724.229999999996,0
34.0,262.07,36.0,7939.290000000001,1
35.0,253.17000000000002,22.0,20553.169999999987,0
117.0,739.2700000000001,124.0,22818.559999999998,1
49.0,309.64,59.0,11973.190000000002,0
100.0,660.7799999999999,26.0,20396.99,1
87.0,549.2900000000001,0.0,21637.149999999994,0
94.0,683.19,18.0,19308.01,1
88.0,608.2000000000003,22.0,15521.15,0
33.0,241.74999999999997,9.0,23708.499999999985,0
82.0,565.18,0.0,21258.91,1
47.0,308.22999999999996,59.0,10624.740000000003,0
32.0,221.59000000000003,44.0,17783.869999999995,0
89.0,601.4599999999999,129.0,25208.53,1
31.0,176.39999999999998,31.0,16673.38,0
28.0,163.17000000000002,7.0,13371.919999999998,0
64.0,507.20000000000005,107.0,14515.450000000004,0
75.0,529.17,0.0,10435.470000000001,0
58.0,434.8400000000002,20.0,18910.829999999994,0
126.0,848.9200000000002,57.0,19967.049999999996,0
9.0,77.82000000000001,0.0,14733.169999999998,1
78.0,515.8900000000001,49.0,17368.65,0
97.0,772.35,66.0,10523.419999999998,1
96.0,687.1900000000003,0.0,24529.99000000001,0
63.0,420.23999999999995,51.0,10497.710000000001,0
79.0,562.99,19.0,25508.190000000002,1
62.0,371.18,7.0,18076.460000000003,0
111.0,633.0500000000001,94.0,8792.86,1
33.0,130.76,0.0,20875.629999999994,0
45.0,329.1,23.0,21874.539999999994,0
24.0,136.24,11.0,15174.05,0
86.0,662.2599999999999,0.0,18820.25,0
156.0,999.5299999999992,114.0,21535.16,1
40.0,289.22,22.0,19352.499999999993,1
77.0,455.5800000000001,29.0,18446.11999999999,0
56.0,338.16999999999996,37.0,21337.739999999987,0
64.0,466.40000000000003,33.0,14327.240000000002,0
16.0,105.46000000000001,3.0,0.01,1
69.0,446.25,17.0,14370.540000000005,0
46.0,372.3400000000002,49.0,20043.06,0
77.0,513.62,14.0,14269.95,0
64.0,453.87000000000006,32.0,13233.030000000002,0
28.0,195.36,29.0,11179.930000000002,0
72.0,426.24999999999994,129.0,21735.129999999997,0
41.0,284.87,73.0,16613.09,0
64.0,436.07000000000005,51.0,19451.62,0
61.0,396.32,0.0,36298.13,1
18.0,109.60000000000002,14.0,766.23,0
77.0,571.62,7.0,17096.14,1
73.0,503.81999999999994,10.0,21462.199999999993,0
70.0,468.61,28.0,22586.680000000004,0
68.0,458.1499999999999,137.0,10933.270000000002,1
178.0,1354.7500000000002,10.0,4880.620000000001,1
60.0,376.33000000000015,1.0,13479.08,0
43.0,280.33,0.0,25184.08,0
78.0,497.1399999999998,0.0,18267.179999999997,0
86.0,605.25,20.0,22596.500000000004,0
94.0,641.4600000000003,17.0,16670.230000000003,1
1.0,8.33,5.0,2346.71,0
1.0,14.91,55.0,23828.6,0
43.0,268.40999999999997,92.0,27172.369999999995,0
114.0,887.0799999999998,112.0,22415.920000000002,1
55.0,344.96000000000004,60.0,6294.310000000001,0
30.0,204.00000000000003,87.0,14152.159999999994,0
44.0,300.88999999999993,66.0,11859.240000000002,0
58.0,462.23999999999995,26.0,14104.660000000003,0
57.0,385.28000000000003,23.0,29942.590000000015,1
43.0,298.42,12.0,18311.24,0
17.0,97.8,2.0,8792.28,0
36.0,259.5,8.0,7417.140000000001,0
47.0,273.59999999999997,60.0,24264.529999999988,0
103.0,752.2499999999999,40.0,16132.52,0
62.0,368.88,77.0,15873.389999999998,0
24.0,144.5,11.0,10879.100000000002,0
71.0,532.8600000000001,72.0,16333.759999999997,0
59.0,357.95,43.0,21587.770000000004,0
39.0,248.15000000000003,0.0,13443.340000000002,0
176.0,1364.8299999999997,153.0,22652.06,1
36.0,314.67,16.0,16476.829999999998,0
69.0,456.26000000000005,39.0,15289.840000000004,0
39.0,292.12000000000006,73.0,25521.07,1
136.0,999.09,84.0,23116.46,1
88.0,625.64,80.0,8983.420000000002,0
22.0,155.05999999999997,22.0,2253.5,1
51.0,319.25000000000006,0.0,10985.030000000004,0
47.0,392.98999999999995,0.0,18981.920000000006,0
78.0,528.4100000000001,11.0,14872.62,0
81.0,525.9699999999999,15.0,18878.909999999996,0
69.0,430.4999999999999,9.0,10460.900000000003,0
130.0,925.5800000000004,53.0,2335.64,1
63.0,411.3599999999999,31.0,11886.28,0
79.0,577.1099999999998,46.0,30981.679999999993,0
48.0,338.0600000000001,3.0,20883.009999999984,0
98.0,723.1200000000005,10.0,14688.44,0
198.0,1390.220000000001,64.0,20066.149999999998,0
51.0,401.45,91.0,19021.56,0
81.0,531.2800000000001,109.0,19496.93,1
45.0,319.26000000000005,26.0,13376.33,0
35.0,182.51000000000002,103.0,25494.779999999995,1
28.0,151.92000000000002,108.0,20411.22,1
32.0,266.95,0.0,23336.539999999997,0
23.0,207.18,4.0,5890.07,0
78.0,523.42,40.0,12477.65,1
66.0,488.95,46.0,17383.220000000005,0
45.0,320.44,117.0,35689.59999999999,1
51.0,298.15000000000003,6.0,9220.92,0
26.0,193.78,14.0,13946.360000000004,0
46.0,284.7000000000001,40.0,16449.449999999997,0
0.0,0.0,32.0,17206.440000000002,0
49.0,301.37,65.0,17393.94,1
74.0,367.7900000000001,26.0,12820.929999999997,0
107.0,666.29,35.0,27935.42,0
94.0,707.3700000000001,19.0,14491.720000000001,1
81.0,586.5899999999998,35.0,20566.269999999997,0
119.0,808.1300000000002,14.0,20728.449999999986,0
70.0,523.84,31.0,22127.489999999987,0
77.0,578.21,93.0,16546.95,1
47.0,352.5299999999999,81.0,16537.78,0
59.0,392.03999999999996,0.0,43824.92999999999,1
72.0,370.52,25.0,14696.310000000001,0
46.0,270.06000000000006,1.0,9121.7,0
43.0,295.1499999999999,0.0,17423.98,0
83.0,554.0699999999999,44.0,19300.039999999997,1
34.0,213.04999999999995,27.0,7884.190000000002,0
38.0,263.16999999999996,126.0,34329.08,1
83.0,705.8999999999999,84.0,16082.160000000007,0
34.0,263.06,73.0,15661.730000000005,0
16.0,112.53999999999999,7.0,4185.820000000001,0
76.0,549.99,21.0,21063.530000000002,0
42.0,285.74000000000007,1.0,16807.610000000004,0
11.0,58.53999999999999,5.0,7085.970000000001,1
130.0,876.3300000000002,138.0,39652.05000000001,1
41.0,342.96999999999997,55.0,16567.859999999997,0
6.0,46.400000000000006,0.0,814.35,1
51.0,415.0000000000001,49.0,16588.54,0
87.0,588.8999999999999,66.0,8496.92,0
82.0,552.2800000000002,50.0,24278.940000000006,1
137.0,968.5099999999996,94.0,28174.54,1
83.0,519.66,52.0,15821.169999999998,0
69.0,522.3599999999999,20.0,17713.64,0
28.0,238.38,8.0,21979.189999999995,0
90.0,521.5300000000001,54.0,15950.099999999999,1
86.0,648.6600000000001,25.0,11290.130000000001,0
75.0,503.26000000000005,12.0,11859.170000000004,0
40.0,232.35,37.0,13941.600000000006,0
47.0,367.36999999999995,142.0,37554.41000000001,1
78.0,498.47,7.0,13212.220000000001,0
25.0,203.33000000000004,25.0,22518.059999999998,0
60.0,447.86999999999983,33.0,13114.530000000002,0
45.0,351.62,0.0,18991.129999999997,0
36.0,322.57,41.0,12259.439999999999,0
52.0,389.15000000000015,50.0,12774.100000000006,0
56.0,432.43,25.0,13947.46,0
114.0,793.6900000000002,15.0,23225.779999999995,0
87.0,655.1600000000002,10.0,20192.799999999996,0
68.0,431.39,0.0,14301.29,0
24.0,153.32000000000002,91.0,23122.07999999999,0
76.0,493.5000000000002,6.0,21655.42,0
62.0,462.4800000000001,32.0,14589.410000000002,0
26.0,190.97999999999996,11.0,23590.87,0
56.0,392.7200000000001,0.0,6810.5199999999995,0
48.0,369.4,106.0,4520.18,0
42.0,290.68999999999994,77.0,21507.029999999995,0
54.0,395.09,33.0,19088.31,0
18.0,122.03999999999998,5.0,7997.91,0
70.0,519.97,31.0,19455.13999999999,0
54.0,448.86999999999995,0.0,9670.720000000001,0
49.0,394.92,18.0,11284.140000000003,0
150.0,1079.7500000000002,113.0,18301.760000000002,1
61.0,436.1500000000001,34.0,9894.749999999998,0
133.0,972.6999999999999,83.0,38552.61999999999,0
55.0,345.49,16.0,20124.92999999999,0
81.0,514.5899999999998,45.0,19370.719999999998,0
31.0,173.75999999999996,0.0,11966.730000000001,1
70.0,519.74,28.0,24750.539999999994,0
113.0,707.7900000000001,0.0,21008.039999999983,0
62.0,398.63000000000005,60.0,11311.360000000004,0
61.0,452.89,27.0,10444.650000000001,0
14.0,119.61,23.0,13469.350000000004,0
111.0,707.2499999999999,77.0,12279.31,0
59.0,371.10000000000014,0.0,14647.950000000003,0
74.0,476.3699999999999,76.0,13424.260000000004,0
9.0,58.86999999999999,2.0,671.96,0
160.0,1055.7900000000004,54.0,33629.52999999999,1
118.0,799.3999999999999,0.0,12828.73,1
114.0,734.1199999999999,134.0,25969.8,0
64.0,493.44000000000005,11.0,31703.279999999995,0
61.0,398.63,76.0,12230.870000000003,0
67.0,444.22,14.0,18977.779999999995,0
97.0,705.5999999999999,47.0,14407.850000000002,1
75.0,529.6600000000001,20.0,21749.32,0
110.0,867.2699999999999,0.0,14783.869999999997,1
104.0,704.7100000000002,30.0,43304.53000000001,1
94.0,728.1199999999998,41.0,17962.509999999995,0
97.0,686.8499999999999,3.0,21722.120000000003,0
26.0,198.5,45.0,14556.84,0
66.0,410.84000000000015,0.0,20148.110000000004,0
30.0,178.79999999999995,45.0,22732.71,0
66.0,502.46,128.0,20861.169999999995,1
72.0,410.23,68.0,16006.550000000007,0
43.0,288.42999999999995,21.0,21722.72000000001,1
36.0,267.30000000000007,17.0,21595.680000000004,0
120.0,929.3600000000001,39.0,15080.13,0
6.0,35.11,34.0,17625.230000000003,0
122.0,837.7599999999996,1.0,20197.070000000003,1
90.0,645.3100000000003,3.0,27488.440000000006,1
44.0,338.1600000000001,18.0,5051.830000000001,0
109.0,763.2200000000001,42.0,17236.5,0
69.0,482.17999999999995,40.0,11178.07,1
69.0,478.3400000000001,25.0,23367.119999999995,0
101.0,719.9299999999997,35.0,21337.250000000004,1
88.0,581.4999999999998,85.0,16127.190000000002,0
71.0,556.8399999999998,71.0,19869.209999999995,0
80.0,479.4899999999999,33.0,10121.449999999999,1
52.0,384.83000000000004,46.0,16964.059999999998,0
57.0,335.5499999999999,28.0,17364.21,0
75.0,544.23,0.0,22924.79,1
152.0,1048.9699999999998,101.0,18716.230000000003,1
58.0,338.05,5.0,27967.259999999995,1
35.0,317.9,101.0,13118.370000000003,0
82.0,692.2499999999999,38.0,21644.139999999996,0
66.0,494.4700000000001,0.0,17360.07,0
5.0,38.41,1.0,9707.950000000003,0
0.0,0.0,180.0,32045.72999999999,1
35.0,269.15999999999997,0.0,10621.59,1
83.0,558.9399999999999,62.0,24179.889999999992,0
104.0,714.1800000000004,25.0,19691.88,1
46.0,308.33,23.0,18865.350000000006,0
80.0,493.8500000000001,30.0,5042.33,1
17.0,119.41999999999999,0.0,18743.58,0
56.0,404.17999999999995,91.0,16476.40000000001,0
64.0,454.0200000000001,2.0,15656.280000000002,0
55.0,314.7200000000001,0.0,17451.24,0
19.0,110.1,0.0,6120.38,0
57.0,408.1,0.0,15589.990000000002,0
86.0,632.1599999999999,47.0,18910.07999999999,0
29.0,203.62,30.0,19527.95,0
10.0,62.620000000000005,13.0,8826.2,0
31.0,205.13999999999996,22.0,10250.58,0
43.0,289.68999999999994,115.0,16545.7,0
83.0,602.6299999999999,46.0,29361.18000000001,1
98.0,657.0099999999998,70.0,13309.900000000003,0
55.0,430.22,8.0,16689.449999999997,0
58.0,376.6500000000001,44.0,15136.569999999996,0
43.0,346.8800000000001,84.0,17934.799999999996,0
49.0,291.0,73.0,15791.449999999999,0
53.0,460.0599999999999,0.0,12371.770000000004,0
68.0,403.53,0.0,20811.879999999997,1
87.0,615.13,99.0,7625.09,1
25.0,189.88,40.0,18592.840000000004,0
73.0,463.73999999999995,29.0,21860.130000000005,0
31.0,198.67,0.0,23628.07,0
51.0,406.8600000000001,57.0,5336.82,1
137.0,973.6400000000001,13.0,16015.970000000001,0
45.0,308.42000000000013,0.0,15895.570000000005,0
50.0,375.90999999999997,35.0,12388.4,0
90.0,547.4200000000003,7.0,13741.1,0
36.0,340.02000000000004,49.0,8657.77,0
146.0,968.3399999999996,101.0,16090.179999999998,1
95.0,732.2000000000003,44.0,28042.76,1
93.0,722.6400000000002,0.0,14198.919999999998,0
106.0,798.42,0.0,42181.91000000001,1
61.0,421.74000000000007,41.0,19746.940000000002,0
27.0,195.40000000000003,0.0,15765.070000000003,0
61.0,399.97999999999996,24.0,17553.710000000003,0
92.0,757.1899999999999,0.0,14682.17,1
74.0,561.37,27.0,18350.010000000006,1
22.0,175.36000000000004,17.0,13973.08,0
50.0,334.1699999999999,39.0,21353.710000000006,0
103.0,730.6100000000001,154.0,18565.12999999999,1
59.0,376.6499999999999,32.0,14791.390000000003,1
47.0,411.65,145.0,18603.32,1
2.0,2.0,28.0,9173.78,0
70.0,450.03000000000003,51.0,17567.129999999994,0
74.0,588.4999999999999,59.0,17963.410000000003,0
75.0,520.4700000000001,0.0,18194.45,1
55.0,354.6700000000002,16.0,16405.570000000003,0
39.0,267.15,43.0,19856.17999999999,0
63.0,457.86000000000007,47.0,15708.640000000003,0
97.0,691.9099999999999,26.0,23418.089999999986,0
35.0,270.2599999999999,15.0,15482.339999999998,0
69.0,453.2300000000001,74.0,14727.37,0
31.0,269.94,48.0,13340.589999999998,0
85.0,623.2199999999999,64.0,19081.08999999999,0
50.0,350.2,20.0,22219.69999999999,0
33.0,247.29,0.0,30996.300000000003,1
117.0,737.27,3.0,13981.21,1
58.0,386.4399999999999,0.0,16581.859999999997,0
39.0,225.96999999999997,19.0,13950.920000000002,0
65.0,421.87000000000006,28.0,23488.979999999996,0
0.0,0.0,185.0,31032.939999999995,1
87.0,518.1,17.0,13957.77,0
42.0,297.86,3.0,11687.049999999997,0
52.0,383.9,40.0,24574.81999999998,0
85.0,613.98,34.0,5622.079999999999,1
34.0,203.58,77.0,15670.319999999996,0
152.0,1181.8200000000002,121.0,49745.73000000001,1
2.0,16.29,2.0,1160.41,0
48.0,341.79999999999995,53.0,5910.349999999999,1
107.0,791.9100000000001,6.0,15676.409999999998,1
43.0,352.23999999999995,127.0,27271.390000000003,1
35.0,236.7199999999999,72.0,13380.670000000002,0
97.0,743.2199999999997,43.0,16404.299999999992,0
36.0,267.37,79.0,18205.969999999998,0
81.0,542.2199999999999,21.0,15356.16,0
106.0,619.94,0.0,27762.85000000001,1
2.0,9.01,0.0,478.96,0
82.0,666.5599999999998,28.0,17732.359999999997,1
77.0,527.44,0.0,16620.310000000005,0
68.0,504.3799999999998,106.0,17767.899999999994,0
61.0,523.7199999999999,116.0,17254.54,1
84.0,577.2000000000002,86.0,12375.26,0
64.0,486.46,74.0,19626.999999999996,0
66.0,465.75,6.0,16832.320000000003,0
11.0,106.75000000000001,31.0,17631.059999999994,0
43.0,321.23999999999995,6.0,8395.77,0
68.0,419.13,98.0,21628.93,0
66.0,443.83,0.0,17672.29,0
34.0,268.50000000000006,10.0,8859.080000000002,0
67.0,478.42000000000013,36.0,14839.660000000002,0
38.0,254.26000000000008,0.0,7928.78,1
52.0,350.92000000000013,63.0,21237.38,0
65.0,446.32999999999987,93.0,18147.989999999998,0
72.0,467.9899999999998,9.0,17435.71,0
77.0,553.6499999999999,53.0,15428.890000000003,0
65.0,474.15999999999997,3.0,15983.409999999998,1
34.0,169.09999999999997,0.0,16587.99,1
56.0,404.9700000000001,26.0,11262.47,0
58.0,373.58,63.0,14802.420000000002,0
67.0,457.99,39.0,17687.399999999998,0
81.0,626.1399999999996,42.0,21885.47,1
82.0,569.1300000000002,24.0,18749.93,0
83.0,626.9600000000002,0.0,14486.369999999999,1
68.0,379.06,18.0,11166.220000000001,1
69.0,493.47,11.0,10594.240000000002,0
93.0,567.3699999999998,0.0,3345.7700000000004,1
92.0,617.2200000000001,72.0,33816.28999999999,1
84.0,583.7600000000001,0.0,25048.579999999994,0
83.0,534.0499999999998,70.0,19292.729999999996,0
39.0,259.94,1.0,10679.43,0
88.0,740.6799999999998,0.0,25803.709999999992,1
35.0,197.96000000000004,45.0,21425.83999999999,0
77.0,496.56,0.0,21814.38,0
37.0,279.41,0.0,27548.01,1
51.0,351.95,0.0,23680.010000000006,0
97.0,608.0999999999999,50.0,26838.479999999996,1
73.0,550.5799999999999,25.0,18322.629999999994,0
46.0,317.98,31.0,16087.51,0
84.0,608.1900000000002,19.0,25013.17999999999,0
86.0,608.4799999999999,0.0,16025.980000000001,0
92.0,654.7599999999998,31.0,14370.82,0
85.0,533.9999999999998,60.0,13880.099999999999,0
96.0,760.21,11.0,13388.770000000004,0
96.0,655.5200000000002,2.0,20432.780000000002,0
42.0,319.79999999999995,121.0,16790.960000000003,0
24.0,178.32000000000005,14.0,4674.47,0
93.0,650.5099999999999,31.0,20460.9,0
25.0,149.04,9.0,16837.46,0
77.0,530.0699999999999,69.0,12697.45,0
24.0,108.68999999999998,72.0,16765.419999999995,0
108.0,789.1700000000003,12.0,32670.359999999993,1
55.0,343.1799999999999,28.0,18692.990000000005,0
76.0,601.1,0.0,17104.36,0
100.0,709.4,17.0,16964.329999999998,0
16.0,111.25,10.0,33347.090000000004,1
61.0,410.1900000000001,30.0,14214.92,0
72.0,487.77999999999986,20.0,28187.72,0
72.0,445.2,53.0,18696.440000000002,1
72.0,442.65000000000015,35.0,28183.289999999994,0
85.0,621.9300000000001,46.0,16743.649999999998,1
151.0,1029.3700000000001,0.0,25994.119999999995,1
65.0,447.0700000000001,55.0,24515.370000000003,1
66.0,463.1099999999999,0.0,34912.319999999985,0
152.0,1067.2399999999998,17.0,1151.08,1
77.0,473.18000000000006,20.0,15738.08,1
87.0,664.97,6.0,27183.14,1
56.0,357.36,0.0,12965.489999999998,0
80.0,581.0500000000001,16.0,13976.519999999999,0
115.0,827.9299999999998,3.0,18727.789999999997,1
0.0,0.0,29.0,21289.28,1
51.0,434.8900000000001,14.0,19815.78,0
97.0,760.53,77.0,20246.27,1
106.0,796.79,23.0,42250.70000000001,1
33.0,282.08000000000004,30.0,13670.890000000003,0
84.0,597.2700000000001,3.0,33352.799999999996,1
70.0,533.3199999999998,13.0,10801.910000000002,0
83.0,577.8199999999999,8.0,14878.490000000003,0
57.0,418.81,44.0,17335.039999999997,0
40.0,246.79000000000002,88.0,22284.780000000002,0
36.0,218.91,14.0,28638.899999999987,0
85.0,464.6899999999998,51.0,19787.139999999996,0
39.0,240.62999999999997,14.0,4049.96,1
65.0,491.2499999999999,55.0,10143.200000000003,0
42.0,226.17999999999998,21.0,13243.480000000001,0
23.0,132.63,47.0,16889.329999999998,0
50.0,331.19999999999993,9.0,9285.620000000003,0
81.0,516.5600000000001,2.0,19457.419999999995,1
64.0,423.95,44.0,7826.030000000001,0
38.0,212.46,52.0,18610.53,0
99.0,660.2,17.0,18430.23,1
54.0,363.08999999999986,47.0,22974.040000000005,0
77.0,510.00000000000006,19.0,11907.139999999998,0
22.0,134.71,18.0,6040.48,0
46.0,345.98,0.0,20980.24999999999,0
2.0,2.0,0.0,959.51,1
90.0,653.6200000000001,0.0,15697.769999999997,0
40.0,234.18,49.0,4817.0,0
49.0,369.41999999999996,86.0,8483.11,0
91.0,725.6200000000002,0.0,20929.17,1
24.0,187.98999999999995,0.0,8377.0,1
45.0,360.87,25.0,19958.700000000004,0
97.0,645.8200000000002,51.0,10471.58,0
80.0,498.91,51.0,20736.280000000002,0
31.0,258.82,0.0,33988.899999999994,1
36.0,296.7799999999999,14.0,10328.700000000003,0
52.0,336.91,77.0,22064.649999999998,0
60.0,428.48999999999995,20.0,29389.52,1
91.0,604.3900000000001,19.0,25152.820000000007,1
45.0,354.05,0.0,16873.38,0
36.0,230.98999999999998,19.0,23525.070000000007,1
57.0,445.4100000000001,1.0,8197.18,0
81.0,588.1500000000001,56.0,19383.95,0
82.0,600.6099999999998,57.0,11957.520000000002,0
94.0,615.5199999999999,39.0,12728.960000000003,0
94.0,713.46,15.0,22966.719999999994,0
70.0,420.31999999999994,0.0,15814.409999999998,0
95.0,575.75,0.0,5730.220000000001,1
77.0,603.3600000000001,39.0,11500.289999999999,0
51.0,371.83,63.0,5774.9800000000005,0
105.0,710.8800000000001,0.0,21114.469999999998,1
116.0,933.8199999999999,27.0,20474.34,0
80.0,555.85,140.0,24412.570000000003,1
157.0,1113.1399999999996,0.0,43107.50999999999,1
0.0,0.0,35.0,17322.590000000004,0
62.0,454.02,35.0,15018.46,0
15.0,91.89,6.0,2834.0399999999995,0
69.0,449.9299999999999,64.0,15557.04,0
5.0,14.219999999999999,2.0,2412.34,0
74.0,491.35999999999996,60.0,16944.44,0
61.0,443.12999999999994,45.0,15349.649999999998,0
91.0,563.3999999999999,60.0,11109.030000000002,0
112.0,751.7699999999998,0.0,16809.949999999997,1
0.0,0.0,201.0,27825.950000000008,1
17.0,141.04999999999998,14.0,9850.74,0
15.0,94.93,7.0,2727.9700000000003,0
90.0,682.9600000000002,75.0,14950.720000000001,0
90.0,562.8299999999998,25.0,20737.15,1
49.0,345.2400000000001,0.0,27032.0,0
69.0,479.78999999999996,0.0,17559.43,0
70.0,433.20000000000005,30.0,28987.38999999999,1
31.0,237.78999999999994,0.0,22706.369999999995,1
64.0,480.3299999999999,2.0,11640.090000000002,0
27.0,157.74,0.0,4208.92,1
55.0,357.49,133.0,26357.609999999997,1
64.0,495.2,21.0,20048.69,0
101.0,694.1999999999999,41.0,9351.780000000004,0
9.0,59.72,6.0,838.22,0
91.0,693.1499999999997,37.0,11562.480000000001,0
72.0,415.28000000000003,25.0,30960.739999999998,0
24.0,191.96999999999997,77.0,13292.230000000003,0
1.0,1.82,1.0,2091.87,0
50.0,345.78999999999996,0.0,18908.639999999996,0
76.0,616.5,17.0,18270.050000000007,0
1.0,1.0,48.0,20375.87,0
2.0,35.43,6.0,2745.8299999999995,0
93.0,628.5899999999999,41.0,19309.709999999995,0
71.0,457.93,51.0,16559.23,0
13.0,118.14999999999999,6.0,4961.28,0
71.0,453.97999999999996,43.0,13603.54,0
69.0,465.96,12.0,14982.270000000002,0
15.0,119.2,19.0,4294.0,0
51.0,381.12000000000006,43.0,14771.91,0
41.0,250.56000000000003,11.0,8678.320000000002,1
17.0,138.90000000000003,10.0,3272.89,1
76.0,529.09,62.0,30558.109999999993,1
89.0,602.8099999999998,56.0,19293.910000000003,0
52.0,378.93,117.0,23449.04,1
109.0,833.51,69.0,18408.839999999997,0
34.0,175.74,82.0,18467.000000000007,0
40.0,195.78999999999994,55.0,19493.38,0
54.0,434.49000000000007,0.0,48351.61000000001,1
203.0,1566.4500000000007,20.0,3059.86,1
63.0,412.88999999999993,23.0,13945.790000000003,0
58.0,413.71000000000004,29.0,21481.060000000005,0
43.0,223.90000000000003,12.0,23090.879999999997,0
58.0,400.8199999999998,15.0,19335.930000000008,0
75.0,511.02000000000027,49.0,17120.31,0
27.0,193.88,42.0,18621.18,0
51.0,363.92,38.0,21730.260000000006,1
53.0,340.13999999999993,65.0,9465.939999999999,1
53.0,459.4299999999999,78.0,21131.380000000005,0
58.0,368.87999999999994,92.0,13222.539999999999,0
21.0,207.13,8.0,14883.149999999998,0
76.0,432.8100000000001,0.0,19394.34,1
4.0,28.589999999999996,3.0,2743.76,0
40.0,259.22999999999996,20.0,19102.33,0
93.0,582.2500000000001,58.0,18997.74,0
16.0,85.78000000000002,46.0,11903.440000000004,0
42.0,318.0,71.0,19221.339999999997,0
39.0,284.29,23.0,20228.880000000005,0
160.0,1072.79,16.0,6608.91,1
143.0,995.5699999999999,79.0,28282.760000000006,1
123.0,730.24,34.0,13512.550000000005,0
37.0,267.39,0.0,15195.950000000003,0
35.0,244.43000000000004,42.0,8583.78,0
117.0,872.52,65.0,14487.659999999998,1
90.0,656.9099999999999,49.0,17636.4,0
54.0,374.45,13.0,19344.749999999996,0
55.0,298.6,6.0,14288.140000000003,0
29.0,143.87,0.0,16152.110000000004,0
49.0,344.91999999999996,17.0,23383.399999999998,0
144.0,1031.7899999999997,99.0,40174.340000000004,1
65.0,453.7799999999998,31.0,18811.609999999997,0
35.0,248.35999999999999,77.0,21368.519999999993,0
55.0,354.26,27.0,29615.73999999999,0
69.0,524.3000000000001,47.0,14684.590000000002,0
59.0,424.14999999999986,45.0,11701.84,0
72.0,599.3,25.0,11759.840000000004,0
95.0,595.4399999999999,22.0,15746.139999999994,0
122.0,821.6700000000001,56.0,9798.960000000003,0
