children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose
0,-3034.837032633493,58,среднее,1,в разводе,3,F,компаньон,0,174501.57114677946,свой автомобиль
0,-278.1571126218174,34,высшее,0,гражданский брак,1,M,компаньон,0,203878.9471557836,покупка коммерческой недвижимости
0,-1139.649271700135,25,СРЕДНЕЕ,1,Не женат / не замужем,4,M,сотрудник,0,231812.0091318077,операции с жильем
0,-3690.787098865841,53,среднее,1,в разводе,3,F,сотрудник,1,276281.84180362057,профильное образование
0,-679.1044866352985,47,среднее,1,женат / замужем,0,F,сотрудник,0,196944.2012975201,свой автомобиль
0,-4334.282878240364,43,среднее,1,женат / замужем,0,F,сотрудник,0,104949.57080989113,получение высшего образования
2,-1402.1477511078808,27,Высшее,0,женат / замужем,0,F,сотрудник,0,398037.0046200157,образование
0,-3090.0118011743525,32,среднее,1,женат / замужем,0,F,сотрудник,0,115334.54863014465,покупка недвижимости
0,-3221.329933190358,53,среднее,1,женат / замужем,0,F,сотрудник,0,170230.0573465456,сделка с автомобилем
3,-3130.572402849021,40,среднее,1,женат / замужем,0,F,сотрудник,0,176677.4604221048,заняться высшим образованием
0,-404.96871917712195,25,среднее,1,Не женат / не замужем,4,M,сотрудник,1,80039.4099362175,операции с недвижимостью
1,-670.44887229888,29,среднее,1,женат / замужем,0,M,сотрудник,1,142495.36449839608,автомобили
2,-1698.85846914256,38,среднее,1,женат / замужем,0,F,сотрудник,0,80586.27175759815,покупка жилья для сдачи
0,-9281.993545148227,57,Среднее,1,женат / замужем,0,M,компаньон,0,122860.95018671534,ремонт жилью
0,,22,Среднее,1,женат / замужем,0,F,сотрудник,0,,сделка с подержанным автомобилем
0,-248.70623857454586,26,высшее,0,в разводе,3,F,компаньон,0,169125.9796185446,покупка своего жилья
2,-1394.3022464686373,30,высшее,0,женат / замужем,0,F,компаньон,0,196428.12935203922,на покупку автомобиля
0,369573.160998384,54,среднее,1,вдовец / вдова,2,F,пенсионер,0,210528.3609236845,покупка жилья для семьи
1,-1008.7841932931419,22,среднее,1,женат / замужем,0,F,сотрудник,0,100614.02654503367,жилье
0,-2300.117386710022,31,среднее,1,женат / замужем,0,F,сотрудник,0,102295.97087042977,дополнительное образование
0,-2232.3230704502885,52,высшее,0,женат / замужем,0,M,сотрудник,0,233655.03892312065,автомобили
2,-2380.0369539263684,34,среднее,1,гражданский брак,1,F,сотрудник,0,134363.78711475927,свадьба
0,,30,среднее,1,женат / замужем,0,M,сотрудник,0,,строительство жилой недвижимости
0,378203.0529881444,64,среднее,1,женат / замужем,0,F,пенсионер,0,94535.97613491707,строительство жилой недвижимости
0,,32,высшее,0,Не женат / не замужем,4,F,госслужащий,0,,профильное образование
0,-941.5004214593398,33,СРЕДНЕЕ,1,гражданский брак,1,F,сотрудник,0,129765.66347221706,на проведение свадьбы
0,-839.7100936262773,22,неоконченное высшее,2,гражданский брак,1,F,компаньон,0,86692.45838411053,строительство жилой недвижимости
0,-1539.3726233369086,26,среднее,1,женат / замужем,0,F,сотрудник,0,97709.07161400304,на покупку своего автомобиля
0,370903.27653439005,56,среднее,1,женат / замужем,0,M,пенсионер,0,150995.79597715658,жилье
1,-1704.4242714064053,33,среднее,1,женат / замужем,0,M,сотрудник,0,155791.70682514462,получение высшего образования
0,-1394.9864322798987,50,среднее,1,женат / замужем,0,M,сотрудник,0,151754.9213924675,операции со своей недвижимостью
0,-1462.7022729505304,43,среднее,1,женат / замужем,0,F,сотрудник,0,110733.15979827144,на покупку автомобиля
2,-1472.5651229896946,33,высшее,0,женат / замужем,0,F,сотрудник,0,290709.0961114877,операции с недвижимостью
0,400691.39968374226,56,среднее,1,гражданский брак,1,F,пенсионер,0,381408.65243719815,на покупку подержанного автомобиля
0,,67,Среднее,1,вдовец / вдова,2,F,пенсионер,0,,строительство собственной недвижимости
1,-4929.195349320775,51,среднее,1,гражданский брак,1,F,госслужащий,0,94120.11918350347,сыграть свадьбу
0,-4897.166064692195,60,СРЕДНЕЕ,1,женат / замужем,0,F,компаньон,0,128152.9315375758,недвижимость
0,-2681.5071275461714,28,среднее,1,женат / замужем,0,M,компаньон,0,216042.91309218085,сделка с подержанным автомобилем
1,-1821.0482621253293,44,среднее,1,женат / замужем,0,M,сотрудник,0,286482.0017023653,покупка коммерческой недвижимости
0,372452.58431681775,66,среднее,1,вдовец / вдова,2,F,пенсионер,0,161994.59363211802,операции с жильем
0,-356.0464932301534,36,среднее,1,Не женат / не замужем,4,M,сотрудник,0,108688.7062474101,на покупку подержанного автомобиля
1,-966.3962217417024,27,среднее,1,гражданский брак,1,M,сотрудник,0,94435.42403240273,сыграть свадьбу
0,376614.4384141608,52,высшее,0,гражданский брак,1,F,пенсионер,0,373999.8302845829,покупка коммерческой недвижимости
1,-216.7863026105624,42,высшее,0,женат / замужем,0,F,компаньон,0,118906.69120715905,покупка жилой недвижимости
1,-2209.360917171051,39,среднее,1,женат / замужем,0,M,сотрудник,0,157416.77574169886,операции со своей недвижимостью
0,353726.0822435999,57,среднее,1,вдовец / вдова,2,F,пенсионер,0,108204.48210227687,заняться образованием
0,341658.1693982362,65,среднее,1,женат / замужем,0,F,пенсионер,0,103583.49739033106,покупка жилья
0,-2296.67616720751,53,высшее,0,женат / замужем,0,M,сотрудник,0,160648.85354208518,операции со своей недвижимостью
0,-1793.4221525519001,35,высшее,0,женат / замужем,0,F,компаньон,1,198681.157140242,покупка жилья для семьи
0,-1280.9894914785045,30,среднее,1,женат / замужем,0,M,сотрудник,0,129495.24027586453,жилье
1,-4560.887358801958,39,СРЕДНЕЕ,1,женат / замужем,0,M,компаньон,0,132848.3648977902,ремонт жилью
1,-654.6143541290281,33,высшее,0,женат / замужем,0,M,сотрудник,0,220374.7981388124,на покупку своего автомобиля
0,-280.984994345212,22,высшее,0,Не женат / не замужем,4,M,сотрудник,0,140207.18231583864,операции с недвижимостью
0,-1005.9049847516568,33,высшее,0,женат / замужем,0,M,сотрудник,0,231720.1548832805,дополнительное образование
0,-1306.3955303635148,20,среднее,1,в разводе,3,M,сотрудник,0,196348.2623178552,операции с жильем
1,-471.2046691786723,31,высшее,0,женат / замужем,0,F,сотрудник,0,166722.20020665767,покупка недвижимости
1,-2633.2213626501652,36,среднее,1,женат / замужем,0,M,сотрудник,0,120255.27489159704,жилье
2,-2884.6727961256315,42,среднее,1,женат / замужем,0,F,сотрудник,0,106602.81438017664,ремонт жилью
2,-1761.8759656532727,45,среднее,1,женат / замужем,0,F,сотрудник,0,102045.74060145835,покупка недвижимости
0,,41,высшее,0,Не женат / не замужем,4,F,сотрудник,0,,покупка жилья для сдачи
0,,52,среднее,1,вдовец / вдова,2,F,сотрудник,0,,сделка с подержанным автомобилем
0,-1598.1013420679858,39,СРЕДНЕЕ,1,женат / замужем,0,F,сотрудник,0,123145.19326680207,покупка жилья для сдачи
0,361489.239105955,64,среднее,1,Не женат / не замужем,4,F,пенсионер,0,291969.8522238363,автомобили
0,358207.39291843993,63,среднее,1,Не женат / не замужем,4,F,пенсионер,0,128303.98933580822,получение образования
0,384995.50122901966,43,среднее,1,Не женат / не замужем,4,M,пенсионер,1,95013.28246694023,заняться высшим образованием
0,373802.9270146736,61,среднее,1,женат / замужем,0,F,пенсионер,1,53807.78826680269,на покупку подержанного автомобиля
1,-2786.268376077393,42,среднее,1,женат / замужем,0,M,компаньон,0,305988.56778667466,на покупку автомобиля
0,-582.2648716267931,46,высшее,0,Не женат / не замужем,4,M,компаньон,0,173126.37563613633,автомобили
0,-561.2494209208777,25,среднее,1,Не женат / не замужем,4,M,сотрудник,0,191244.9384530498,операции с недвижимостью
2,-134.97868966087708,29,высшее,0,гражданский брак,1,F,сотрудник,0,270381.7885817822,на проведение свадьбы
0,-408.6303284826845,30,среднее,1,Не женат / не замужем,4,M,госслужащий,0,129039.26656171946,недвижимость
2,-4978.292764021174,35,среднее,1,Не женат / не замужем,4,M,сотрудник,0,104969.12959096352,сделка с автомобилем
0,-5475.822929559392,53,СРЕДНЕЕ,1,женат / замужем,0,F,сотрудник,0,132845.2838641819,покупка жилья для сдачи
1,,35,среднее,1,женат / замужем,0,M,сотрудник,0,,жилье
1,-2576.74086226174,41,среднее,1,гражданский брак,1,F,сотрудник,0,87199.72710715067,строительство жилой недвижимости
1,,53,среднее,1,женат / замужем,0,F,пенсионер,0,,образование
0,,62,среднее,1,в разводе,3,F,пенсионер,0,,приобретение автомобиля
0,398039.48753897037,48,СРЕДНЕЕ,1,женат / замужем,0,M,пенсионер,0,94289.63892425755,дополнительное образование
1,-1059.1437549360003,29,ВЫСШЕЕ,0,женат / замужем,0,M,госслужащий,0,108089.6027813554,операции с недвижимостью
0,-681.6059978103262,29,высшее,0,женат / замужем,0,F,сотрудник,0,36377.337380683304,профильное образование
0,-402.97476750419014,22,СРЕДНЕЕ,1,Не женат / не замужем,4,M,сотрудник,1,397168.8164830667,свой автомобиль
0,-1071.3900379952574,24,высшее,0,Не женат / не замужем,4,F,сотрудник,0,79597.80271538666,ремонт жилью
1,-3310.3264107181794,30,среднее,1,Не женат / не замужем,4,M,сотрудник,0,97784.25212739721,покупка жилья для семьи
0,-946.3235446738428,55,среднее,1,женат / замужем,0,F,сотрудник,0,177062.92757812046,заняться высшим образованием
0,-825.6443629727817,28,среднее,1,гражданский брак,1,M,сотрудник,0,146125.14677553382,на покупку автомобиля
0,-2321.689312440738,23,неоконченное высшее,2,Не женат / не замужем,4,F,компаньон,0,123430.12780280074,на покупку подержанного автомобиля
0,-2792.7104418527947,47,ВЫСШЕЕ,0,женат / замужем,0,F,компаньон,1,165433.98110093808,операции со своей недвижимостью
1,-1198.1812283590948,29,среднее,1,в разводе,3,F,сотрудник,0,153247.66108489555,строительство жилой недвижимости
0,-1361.4902472207891,62,среднее,1,Не женат / не замужем,4,M,сотрудник,0,122157.58250380258,ремонт жилью
0,-3262.160329858339,50,среднее,1,гражданский брак,1,F,сотрудник,0,88882.5488675916,операции с недвижимостью
0,-2735.379446659817,30,среднее,1,гражданский брак,1,M,госслужащий,1,108705.13217409766,заняться образованием
0,-3298.96798036969,51,высшее,0,Не женат / не замужем,4,F,компаньон,0,339311.7178628111,операции со своей недвижимостью
2,-1295.9328997755035,33,среднее,1,женат / замужем,0,F,сотрудник,0,143501.73086906152,дополнительное образование
0,383496.5617126402,56,среднее,1,женат / замужем,0,F,пенсионер,0,85245.94361408822,покупка своего жилья
0,-3281.8593512620646,27,среднее,1,Не женат / не замужем,4,M,сотрудник,0,256039.4214039421,автомобили
-1,370215.4762262799,48,среднее,1,вдовец / вдова,2,F,пенсионер,0,36052.44743466148,образование
1,-8373.62520797907,43,среднее,1,женат / замужем,0,M,сотрудник,0,137419.6868301277,на покупку подержанного автомобиля
0,-849.7642266079094,37,среднее,1,Не женат / не замужем,4,M,сотрудник,0,134813.74076338427,недвижимость
0,-874.7886716741147,25,высшее,0,женат / замужем,0,F,сотрудник,0,263853.51571333304,покупка жилья
1,-9471.319776076958,45,СРЕДНЕЕ,1,в разводе,3,M,сотрудник,0,304689.55730827694,недвижимость
0,-1430.4568107555115,32,высшее,0,гражданский брак,1,F,госслужащий,0,105020.84137831553,покупка жилья для сдачи
1,,40,среднее,1,гражданский брак,1,F,сотрудник,0,,сыграть свадьбу
1,-936.3541912727368,48,среднее,1,женат / замужем,0,M,сотрудник,0,85530.43875661155,покупка недвижимости
0,382730.85906498,72,среднее,1,Не женат / не замужем,4,F,пенсионер,0,49805.29831450421,ремонт жилью
0,-580.9279457541769,31,неоконченное высшее,2,Не женат / не замужем,4,M,сотрудник,0,122217.28772059685,ремонт жилью
2,-1679.640737282319,36,среднее,1,гражданский брак,1,F,сотрудник,0,84870.4574752425,на покупку своего автомобиля
1,-1304.965265560276,44,среднее,1,женат / замужем,0,M,сотрудник,0,83241.06253944294,операции с коммерческой недвижимостью
0,,41,высшее,0,гражданский брак,1,F,сотрудник,0,,получение высшего образования
0,-2063.939868714252,51,высшее,0,Не женат / не замужем,4,F,компаньон,0,177265.21995292485,покупка своего жилья
0,334599.9815934518,62,среднее,1,женат / замужем,0,M,пенсионер,0,108645.13030759039,приобретение автомобиля
1,-1216.2333148088005,25,высшее,0,гражданский брак,1,F,госслужащий,0,80208.26822987587,на проведение свадьбы
0,-3926.2885486048513,54,среднее,1,гражданский брак,1,M,компаньон,0,190746.25392143195,свадьба
0,-3714.775894103752,57,среднее,1,женат / замужем,0,F,компаньон,0,352411.990529803,строительство жилой недвижимости
0,-7794.181541771014,49,среднее,1,женат / замужем,0,F,компаньон,0,98783.3486181129,приобретение автомобиля
2,-1476.7025067234954,34,среднее,1,женат / замужем,0,M,сотрудник,0,65507.07534078285,покупка недвижимости
2,-249.52790617095317,35,высшее,0,женат / замужем,0,F,госслужащий,0,108634.53030932733,строительство недвижимости
0,352239.799750624,73,среднее,1,женат / замужем,0,F,пенсионер,0,119190.48787759295,покупка жилья
2,-1653.9728450158661,0,среднее,1,женат / замужем,0,F,сотрудник,0,181510.8688671601,жилье
0,-172.9022341068223,50,Среднее,1,женат / замужем,0,M,сотрудник,0,125423.55145266547,покупка жилой недвижимости
0,344133.56152125885,58,среднее,1,женат / замужем,0,F,пенсионер,0,138290.18772330286,недвижимость
1,-3926.6161241870564,29,среднее,1,женат / замужем,0,F,сотрудник,0,76599.58265968526,сделка с автомобилем
0,,0,высшее,0,гражданский брак,1,F,пенсионер,0,,свадьба
0,-903.4687428149132,33,Среднее,1,женат / замужем,0,F,компаньон,0,193492.0837035755,строительство недвижимости
0,363362.05514188454,59,среднее,1,женат / замужем,0,F,пенсионер,0,89117.90104583841,на покупку подержанного автомобиля
0,378136.49913424643,62,высшее,0,женат / замужем,0,F,пенсионер,0,216589.2086082121,недвижимость
0,,33,среднее,1,женат / замужем,0,F,сотрудник,0,,строительство собственной недвижимости
1,,41,среднее,1,женат / замужем,0,F,компаньон,0,,строительство собственной недвижимости
0,,24,среднее,1,Не женат / не замужем,4,F,сотрудник,0,,на покупку своего автомобиля
0,364246.5419916628,53,среднее,1,женат / замужем,0,F,пенсионер,0,98114.34225607595,покупка коммерческой недвижимости
0,385046.094568968,69,среднее,1,женат / замужем,0,F,пенсионер,0,88872.90747962063,операции со своей недвижимостью
2,-680.0688944762821,31,среднее,1,женат / замужем,0,M,сотрудник,0,376879.09893831454,сделка с подержанным автомобилем
0,-428.03348149077897,32,высшее,0,гражданский брак,1,M,сотрудник,0,312283.7373464568,сделка с подержанным автомобилем
1,-2541.252295270981,40,среднее,1,женат / замужем,0,F,сотрудник,0,157138.18350235073,покупка жилой недвижимости
0,353371.6532302158,58,среднее,1,женат / замужем,0,M,пенсионер,0,70175.87269498648,ремонт жилью
0,-2054.1543499730387,34,высшее,0,Не женат / не замужем,4,M,компаньон,0,264694.0882025929,покупка жилья для семьи
0,-1215.7532983401793,51,среднее,1,женат / замужем,0,F,компаньон,0,111091.78475918727,высшее образование
0,-877.838401921744,33,среднее,1,женат / замужем,0,F,сотрудник,0,50840.13070854767,получение образования
1,-6128.370611227923,45,среднее,1,женат / замужем,0,F,сотрудник,0,97576.57900124947,сделка с подержанным автомобилем
20,-8545.567550997337,46,среднее,1,гражданский брак,1,F,сотрудник,0,145733.00832145993,сыграть свадьбу
0,329930.1206960973,62,среднее,1,женат / замужем,0,F,пенсионер,0,79437.22106414466,операции с коммерческой недвижимостью
0,350844.6413112879,58,высшее,0,женат / замужем,0,F,пенсионер,0,120017.20652790285,заняться образованием
1,,36,высшее,0,женат / замужем,0,F,сотрудник,0,,операции с недвижимостью
0,-3236.712207827165,67,неоконченное высшее,2,женат / замужем,0,F,сотрудник,0,241202.36306708786,покупка жилой недвижимости
0,-1940.7040643238056,25,высшее,0,Не женат / не замужем,4,F,госслужащий,0,441535.03717279225,операции со своей недвижимостью
0,395646.1601846912,69,среднее,1,в разводе,3,F,пенсионер,0,54276.44212015197,автомобили
0,359555.26329388475,54,среднее,1,женат / замужем,0,F,пенсионер,0,97721.80338292503,жилье
0,-11849.116901070725,52,высшее,0,женат / замужем,0,F,сотрудник,0,190521.63580727825,покупка жилья
2,-3173.4378777902252,29,среднее,1,женат / замужем,0,M,сотрудник,0,79874.03694855204,покупка своего жилья
1,-1600.2341543269727,34,начальное,3,гражданский брак,1,F,сотрудник,0,145389.64946030374,свадьба
1,-2595.048915906943,32,среднее,1,женат / замужем,0,M,компаньон,1,88513.49286125439,на покупку автомобиля
0,-941.0075887834496,58,среднее,1,женат / замужем,0,F,сотрудник,0,82460.38684693677,строительство недвижимости
2,-740.4827184487352,31,среднее,1,женат / замужем,0,M,компаньон,0,72519.07706987075,автомобили
0,-263.9867089980123,23,среднее,1,гражданский брак,1,M,сотрудник,0,157361.72910534148,свадьба
0,-4009.2379448045895,38,высшее,0,женат / замужем,0,F,компаньон,0,151302.56164702034,покупка жилья для сдачи
0,-8439.316260553625,38,среднее,1,женат / замужем,0,F,сотрудник,0,217313.50193789802,покупка жилья
1,-640.7697622617272,34,высшее,0,женат / замужем,0,M,сотрудник,0,187142.48532863386,покупка своего жилья
0,-1042.5953854572724,64,высшее,0,женат / замужем,0,M,компаньон,0,169459.8952331018,операции с недвижимостью
0,-988.3751657668216,35,неоконченное высшее,2,в разводе,3,M,сотрудник,0,105593.52571361908,получение дополнительного образования
1,-4172.204302235655,34,высшее,0,женат / замужем,0,F,сотрудник,0,172746.69299673208,ремонт жилью
0,-1388.814093788763,23,неоконченное высшее,2,Не женат / не замужем,4,M,сотрудник,0,142487.94831365143,получение образования
1,-2713.1169545546763,36,среднее,1,гражданский брак,1,F,компаньон,0,149610.43266725185,на проведение свадьбы
0,-345.181307929462,22,высшее,0,женат / замужем,0,F,компаньон,0,191662.36748585085,ремонт жилью
0,,43,СРЕДНЕЕ,1,гражданский брак,1,M,сотрудник,1,,на проведение свадьбы
0,-2037.5641844491226,25,среднее,1,женат / замужем,0,M,компаньон,0,123594.28226272351,ремонт жилью
0,378571.4304302979,62,высшее,0,женат / замужем,0,F,пенсионер,0,187851.5489931282,строительство жилой недвижимости
0,-1581.6334966756167,34,среднее,1,гражданский брак,1,F,сотрудник,1,314576.3334386903,заняться образованием
0,-363.40390375804384,22,среднее,1,Не женат / не замужем,4,M,сотрудник,0,185824.95431449387,покупка жилья
0,394938.2367124753,53,СРЕДНЕЕ,1,женат / замужем,0,F,пенсионер,0,276389.7361674302,заняться высшим образованием
0,-1012.5854649387717,28,среднее,1,женат / замужем,0,M,сотрудник,0,72220.80282675418,приобретение автомобиля
0,-343.5962336492172,28,ВЫСШЕЕ,0,гражданский брак,1,F,сотрудник,0,104661.21683733947,недвижимость
0,344514.09933771833,70,СРЕДНЕЕ,1,вдовец / вдова,2,F,пенсионер,0,157539.49916552927,автомобили
1,,26,неоконченное высшее,2,Не женат / не замужем,4,M,сотрудник,0,,заняться высшим образованием
1,-1508.642573058842,36,СРЕДНЕЕ,1,в разводе,3,F,сотрудник,0,79957.57359082019,заняться высшим образованием
0,-3477.593948203005,39,среднее,1,гражданский брак,1,F,компаньон,0,152677.90997269438,строительство жилой недвижимости
0,-1229.7870782043726,22,среднее,1,Не женат / не замужем,4,F,сотрудник,0,165712.49166710945,приобретение автомобиля
0,-723.9914024216628,28,среднее,1,женат / замужем,0,M,сотрудник,0,299472.3710926418,покупка недвижимости
0,339325.8328919368,59,среднее,1,женат / замужем,0,M,пенсионер,0,138649.79306664626,операции со своей недвижимостью
1,-3038.531741856425,55,Высшее,0,Не женат / не замужем,4,F,сотрудник,0,408753.8401674544,покупка жилой недвижимости
1,-2103.3554396251902,26,Среднее,1,Не женат / не замужем,4,M,госслужащий,0,153711.88719219633,покупка жилья для сдачи
0,-2869.1528590053026,50,высшее,0,женат / замужем,0,F,сотрудник,0,254769.6699552738,на покупку своего автомобиля
0,367065.2471301787,59,среднее,1,женат / замужем,0,F,пенсионер,0,169998.44565892324,получение образования
0,-2235.163051992084,55,СРЕДНЕЕ,1,женат / замужем,0,M,сотрудник,0,121760.63785035376,образование
0,390623.2220436269,61,среднее,1,Не женат / не замужем,4,F,пенсионер,1,56532.386107372084,заняться образованием
0,-1553.8708039484447,35,Среднее,1,женат / замужем,0,M,компаньон,0,280240.6429687866,заняться образованием
0,-183.28563561481903,28,среднее,1,гражданский брак,1,M,сотрудник,0,82395.36609960187,профильное образование
2,-2843.377652077992,32,среднее,1,гражданский брак,1,F,сотрудник,0,100172.87375828187,свадьба
0,-2250.4659293280074,25,среднее,1,женат / замужем,0,F,компаньон,1,143648.71677647447,покупка недвижимости
0,397237.7807149525,59,среднее,1,женат / замужем,0,F,пенсионер,0,159636.4360934244,свой автомобиль
0,-444.40162767930383,57,среднее,1,женат / замужем,0,M,сотрудник,1,189847.0580852365,операции со своей недвижимостью
0,-254.03786701595942,25,высшее,0,женат / замужем,0,F,компаньон,0,123462.90108130134,автомобили
0,394194.17071063217,59,среднее,1,гражданский брак,1,F,пенсионер,0,92963.04107584263,свадьба
2,,47,высшее,0,Не женат / не замужем,4,F,компаньон,0,,на покупку автомобиля
0,-2088.072298317293,40,среднее,1,женат / замужем,0,F,сотрудник,0,78828.77363162214,ремонт жилью
1,-1428.4711561189988,34,Высшее,0,женат / замужем,0,M,сотрудник,0,900855.4728679564,ремонт жилью
1,-3464.973887027049,33,среднее,1,женат / замужем,0,F,сотрудник,0,266535.25645958696,покупка жилья для сдачи
0,,58,среднее,1,Не женат / не замужем,4,F,пенсионер,0,,получение дополнительного образования
0,,36,среднее,1,женат / замужем,0,F,госслужащий,0,,автомобиль
0,-10691.662779953076,62,среднее,1,вдовец / вдова,2,F,сотрудник,0,90894.68831115606,покупка жилой недвижимости
1,-2145.307583916755,24,среднее,1,гражданский брак,1,F,сотрудник,1,67745.1806777873,на проведение свадьбы
0,,44,высшее,0,гражданский брак,1,M,сотрудник,1,,сыграть свадьбу
1,350927.81221017864,57,среднее,1,вдовец / вдова,2,F,пенсионер,0,52945.91752374692,покупка коммерческой недвижимости
1,-2344.652366676801,27,среднее,1,женат / замужем,0,M,сотрудник,1,206076.3451976654,строительство жилой недвижимости
1,,43,среднее,1,женат / замужем,0,F,сотрудник,0,,недвижимость
0,358701.5289494315,50,среднее,1,гражданский брак,1,F,пенсионер,0,89979.92737232127,на проведение свадьбы
2,-608.2999859256032,28,среднее,1,гражданский брак,1,M,сотрудник,0,259774.56251977212,свадьба
0,-6235.027410298441,49,среднее,1,женат / замужем,0,F,сотрудник,0,86544.88044472858,покупка жилья для сдачи
0,,36,высшее,0,Не женат / не замужем,4,F,компаньон,0,,заняться высшим образованием
0,-1111.8704821801994,48,среднее,1,женат / замужем,0,M,сотрудник,0,118718.83210106846,покупка жилья
0,-2701.7595236934353,35,среднее,1,женат / замужем,0,M,компаньон,0,98514.40565773184,автомобиль
0,-1675.9536050452834,40,среднее,1,женат / замужем,0,F,компаньон,0,160780.35404319788,строительство собственной недвижимости
1,340733.17005550145,59,среднее,1,Не женат / не замужем,4,F,пенсионер,0,75211.21497885755,сделка с автомобилем
0,-2439.098146224405,48,высшее,0,гражданский брак,1,M,компаньон,0,466831.6130384162,свадьба
0,-1181.8488576531195,59,среднее,1,женат / замужем,0,M,компаньон,0,274587.9301716436,автомобили
1,-1815.5037592033327,29,высшее,0,женат / замужем,0,F,госслужащий,0,125573.498806639,строительство жилой недвижимости
2,-1067.8282337663763,33,среднее,1,женат / замужем,0,F,сотрудник,0,94330.3469183126,профильное образование
1,-3129.804682394001,26,Высшее,0,женат / замужем,0,F,компаньон,0,226331.0489276852,операции с коммерческой недвижимостью
1,-6620.3964733044995,62,среднее,1,женат / замужем,0,F,компаньон,0,98373.32593649824,покупка жилья для семьи
1,-2008.1829609673835,46,среднее,1,женат / замужем,0,M,сотрудник,0,116751.9439526986,покупка жилья для сдачи
0,-1046.2510902982783,38,высшее,0,гражданский брак,1,F,сотрудник,0,139638.76315262626,ремонт жилью
0,-1542.4428618568866,43,среднее,1,гражданский брак,1,F,сотрудник,0,77229.31746953723,на проведение свадьбы
0,,42,среднее,1,Не женат / не замужем,4,M,сотрудник,0,,жилье
0,-457.4765817807712,64,среднее,1,женат / замужем,0,M,сотрудник,0,158983.31643114932,свой автомобиль
0,-3175.9417242938207,54,среднее,1,Не женат / не замужем,4,F,сотрудник,0,146857.37912831365,сделка с автомобилем
0,-2979.677410755023,45,высшее,0,Не женат / не замужем,4,F,сотрудник,0,475841.13941093365,покупка жилья для сдачи
0,-9838.162642913308,60,СРЕДНЕЕ,1,женат / замужем,0,F,сотрудник,0,126500.45043789464,покупка жилья
0,-5676.308111608232,52,высшее,0,в разводе,3,F,сотрудник,0,105557.34550879296,операции с коммерческой недвижимостью
0,-10093.858478878341,72,высшее,0,Не женат / не замужем,4,F,компаньон,0,264196.4791714121,ремонт жилью
2,-1744.1363080104718,39,СРЕДНЕЕ,1,женат / замужем,0,F,сотрудник,0,149847.14818584907,покупка жилой недвижимости
1,-1829.712532246568,25,среднее,1,женат / замужем,0,F,компаньон,1,91838.93910221149,операции со своей недвижимостью
1,-2793.246657004593,42,среднее,1,женат / замужем,0,F,сотрудник,0,180645.84258506625,операции со своей недвижимостью
0,-2271.0033744946068,58,среднее,1,женат / замужем,0,M,сотрудник,0,331863.26739277126,операции с недвижимостью
0,-131.21261173741414,57,среднее,1,женат / замужем,0,F,сотрудник,0,122846.40615843465,операции с коммерческой недвижимостью
0,-387.86257448856315,34,высшее,0,в разводе,3,F,компаньон,0,126070.08086433365,покупка своего жилья
0,341341.4541594902,41,среднее,1,женат / замужем,0,M,пенсионер,0,252057.56297525807,недвижимость
2,-1182.9494926434213,32,среднее,1,женат / замужем,0,F,сотрудник,0,75034.96543539234,жилье
0,-653.8363502753127,48,среднее,1,женат / замужем,0,F,сотрудник,0,146000.41312515194,профильное образование
1,,33,среднее,1,женат / замужем,0,M,сотрудник,1,,покупка недвижимости
0,383534.18507715967,66,среднее,1,женат / замужем,0,M,пенсионер,0,108926.65720010207,операции с недвижимостью
1,-1849.1756843872167,41,среднее,1,женат / замужем,0,F,сотрудник,0,140508.5308840384,строительство жилой недвижимости
0,,48,высшее,0,Не женат / не замужем,4,F,пенсионер,0,,покупка недвижимости
0,334483.49305407715,52,начальное,3,Не женат / не замужем,4,F,пенсионер,0,68110.56709861358,получение образования
0,-3197.266132028025,55,высшее,0,в разводе,3,F,компаньон,0,408135.8092663124,заняться высшим образованием
0,-648.8109887944189,36,среднее,1,в разводе,3,F,сотрудник,0,124197.27849234053,на покупку подержанного автомобиля
0,,49,высшее,0,женат / замужем,0,F,компаньон,0,,покупка коммерческой недвижимости
0,-2502.559852912973,42,высшее,0,женат / замужем,0,F,компаньон,0,242327.52875181127,ремонт жилью
2,-120.49655494476782,35,среднее,1,гражданский брак,1,M,компаньон,0,155452.96837461804,сыграть свадьбу
1,373750.0250848357,55,среднее,1,женат / замужем,0,F,пенсионер,0,99946.33163000355,покупка жилья для сдачи
0,,71,Среднее,1,гражданский брак,1,F,пенсионер,0,,на проведение свадьбы
0,-602.9099386050323,44,среднее,1,Не женат / не замужем,4,F,компаньон,0,96541.23239585508,покупка коммерческой недвижимости
0,-11778.141032451796,53,среднее,1,женат / замужем,0,F,сотрудник,0,52003.75017302561,жилье
0,338780.2479756434,62,высшее,0,женат / замужем,0,F,пенсионер,0,568411.3364410624,получение дополнительного образования
0,,29,высшее,0,женат / замужем,0,F,госслужащий,0,,операции с недвижимостью
1,-3019.0209039116194,37,среднее,1,женат / замужем,0,M,компаньон,0,258767.86374230945,покупка жилья для семьи
1,-598.7299678388863,27,высшее,0,гражданский брак,1,M,сотрудник,0,229425.8767743932,свадьба
0,,23,Среднее,1,Не женат / не замужем,4,M,сотрудник,0,,покупка жилья для сдачи
